latitude,longitude
47.8482388 , -0.9508083
50.5157063 , 2.539266543982734
48.7548861 , 7.4647277
48.6728941 , 6.2028361
48.2590163 , 7.4526448
48.8258522 , 7.4796808
48.2510762 , 7.5993622
43.59666 , 1.6003259
48.0932362 , 7.3080152
49.3614794 , 6.1567219
48.8294771 , 8.0379951
48.2975028 , 4.0659251
48.4584148 , 7.4931149
49.100426 , 6.1733274
50.4393674 , 2.8598874
48.8056196 , 7.7735837
47.6371854 , 6.8567929
43.7025283 , 7.2666378
44.4535615 , 1.4273023
47.528268499999996 , -0.6119470314685309
50.3676864 , 3.0818388
48.4348211 , 0.1059388
48.9300955 , 7.6681938
48.8863197 , 2.3963549
49.5245619 , 0.7272221
46.426441 , 0.870719
49.891742 , 2.2997555
43.9412024 , 2.1396026
48.6243687 , 6.3478844
47.5251165 , 7.4781658
49.3663728 , 6.153015
49.11663645 , 6.175183696523598
48.1515094 , -0.403581
48.1375783 , -0.5543256
47.1958778 , -1.5372985
43.2510833 , 5.4035711
43.2004539 , 0.0173001
48.6895437 , 6.177165
49.1993368 , 6.9283362
49.3566056 , 6.1649091
43.4806924 , -1.5138753
48.5857743 , 7.7470789
47.7199071 , 7.2989325
48.8590853 , 2.3538364
48.8490105 , 2.3973574
48.8647954 , 2.3984368
48.673408 , 7.120458
50.7208676 , 2.5360298
48.5874213 , -0.6327626
46.6322055 , -0.2435192
46.4026307 , 0.725848
48.8861444 , 2.2617537
43.4067141 , 3.6849274
48.1617608 , -0.9686325
46.6102771 , 3.5506265
48.8751556 , 2.1811162
48.582833 , 7.7511429
48.2988039 , 4.073442
45.6249055 , -1.0294068
48.0689775 , -0.7727167
43.6413854 , 6.9115996
43.6343196 , 1.3882658
43.6386119 , 1.3886515
43.5867636 , 1.52071
47.345954 , 0.7093321
48.2968704 , -0.9351857
43.1208728 , 0.3832482
48.8857827 , 2.3592478
49.8834722 , 2.3250899
46.1091495 , 1.3681701
50.746323 , 3.1320791
44.3865224 , 4.9911869
43.5683006 , 1.5207518
46.482171 , 3.9841486
46.0388602 , 4.0777396
46.9242672 , 6.3441224
43.6289648 , 1.3921412
48.6847581 , 6.1869383
48.6209586 , 7.49086
48.59653 , 7.7002737
43.6544975 , -0.5929354
49.0963342 , 5.6268303
42.6949329 , 2.8734115
48.8542609 , 2.3067632
48.8866787 , 2.3610143
48.8803175 , 2.3987766
48.971652 , 2.3992229
48.7431427 , 6.3533504
45.1762215 , 4.8164116
49.4147602 , 2.8220939
44.734587 , -1.0833323
44.841502 , -0.5743807
48.9387594 , 2.1577342
43.0813207 , 5.8859827
48.9035617 , 2.3923213
48.7875547 , 2.3668305
49.0527623 , 2.0171869
43.7025283 , 7.2666378
43.2636815 , 5.4016178
44.8038791 , -0.5583113
43.6961883 , 3.8098553
